name,price,img,url,description,people,cabins,year
Antila 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-t8jhwhg65rppqpkvcmfll06864zk.webp,https://zegluj.pl/jacht/antila-30/2551,"Antila 30  – nowość 2021 we flocie - nowoczesny jacht , podążający za światowymi trendami. Atrakcyjna, dynamiczna sylwetka jachtu połączona z ergonomicznym...",10,3,2021
Janmor 700,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-f9e9lzcytfldk5ksbtmd852xzdn0.webp,https://zegluj.pl/jacht/janmor-700/2615,,5,0,2021
Nautic 30 (900),560.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautic-30-900-n6poai2etn62sjlnueoz1p23lf6u.webp,https://zegluj.pl/jacht/nautic-30-900/2616,,6,2,2021
Bayliner VR6E,1280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/bayliner-vr6e-p57ra5tg76y2uicia2yhqfpy365o.webp,https://zegluj.pl/jacht/bayliner-vr6e/2647,"Przestrzeń, wygoda i sportowe osiągi – to właśnie Bayliner VR6E. Idealna motorówka na rodzinny wypad i spotkanie towarzyskie. Dzięki autorskiemu rozwiązaniu...",9,0,2021
Phobos 34,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-34-iwvi9o0xfn7rmbp1um2rogm4rl02.webp,https://zegluj.pl/jacht/phobos-34/2674,,10,3,2021
Sasanka 600 Viva,180.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sasanka-600-viva-g7wi7h2yd3ezk4d3usqjg1nfxrxt.webp,https://zegluj.pl/jacht/sasanka-600-viva/229,"Port: Rydzewo, ul. mazurska 124, Tło dla Mew, J. BoczneKaucja 1500 zł Nieopróżniona toaleta - od 500 złParking 25 zł doba Rydzewo ul. Klonowa 3 (400 m od...",4,0,2020
Sedna 26,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-26-uiups2glfpa809dlgztaoiftlkvb.webp,https://zegluj.pl/jacht/sedna-26/236,"Sedna 26 to szybki jacht turystyczny charakteryzujący się rewelacyjnymi właściwościami nautycznymi, ergonomią, oraz bardzo komfortowym wnętrzem przeznaczonym dla...",8,0,2020
Northman 1200,1600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/northman-1200-u9aski969z7611gycx3bgagq3qpb.webp,https://zegluj.pl/jacht/northman-1200/247,"NORTHMAN 1200Hausboat z wyższej półkiNowoczesny design, wysokiej klasy materiały i bogate wyposażenie to cechy wyróżniające tą jednostkęCzęściowo zadaszony kokpit...",8,3,2020
Antila 24.4,310.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-nzaoxgh3sbkzap8fvprzwmredmpm.webp,https://zegluj.pl/jacht/antila-24-4/293,"Antila 24.4 posiada bardzo obszerne wnętrze, w którym znalazło się miejsce na 6 pełnowymiarowych koi ( + 1 koja rozkładana ), kambuz i toaletę w oddzielnej kabinie....",8,0,2020
Cobra 38,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/cobra-38-nlpl1ztb7s72lxvgw09h4codo65a.webp,https://zegluj.pl/jacht/cobra-38/307,"Cobra 38 to najnowsza jednostka w naszej flocie. Jacht ten wyróżnia się sportową linia, miłym dla oka designem i niepowtarzalnym stylem. Dbałość o szczegóły i nacisk...",11,4,2020
Stillo 30,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-tbot1zlqf7hbjmhklyg4jwqctc4p.webp,https://zegluj.pl/jacht/stillo-30/354,"Nasz jacht Stillo 30 od nowości był wyposażony w silnik elektryczny, jednak ze względu na trudności z ładowaniem w niektórych marinach w 2023 roku został zainstalowany...",8,3,2020
Platinum 35 (989),950.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-s083pep5r68mfyb1x2pt3sjxftmm.webp,https://zegluj.pl/jacht/platinum-35-989/392,"Przestrzeń, jaką oferuje 989 PLATINUM pozwoli swobodnie cieszyć się czasem spędzonym na wodzie z najbliższymi. Salon z hardtopem otoczony panoramicznymi oknami...",8,3,2020
Futura 40,1200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-ok4sfxptetmhqwvibso9xqigum8k.webp,https://zegluj.pl/jacht/futura-40/394,"Czarter Jachtu Futura 40 to idealna propozycja dla osób, które w dużym komforcie i na pięknym, doskonale wyposażonym jachcie chcą spędzić urlop na Mazurach z rodziną...",10,3,2020
Antila 24.4,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-ox6l2449pkpd7ckyaqkstv1udkgs.webp,https://zegluj.pl/jacht/antila-24-4/453,W przypadku samodzielnego wysprzątania jachtu po czarterze opłata serwisowa/za sprzątanie zostanie pomniejszona o 150 zł.Dane techniczne:Długość kadłuba 735...,8,0,2020
Stillo 30,590.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-trjip9o75rlyahj9zq42nvatjzk6.webp,https://zegluj.pl/jacht/stillo-30/507,"Zdjęcia poglądowe.Komfortowa, ergonomiczna propozycja dla wszystkich wodniaków.Stillo 30 jest doskonałą ofertą dla rodzin z dziećmi czy żeglarzy, którzy ze względu na...",8,3,2020
Sedna 30,540.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-30-nwr2yyclbxfj00dp8azdsw4i0r04.webp,https://zegluj.pl/jacht/sedna-30/559,"SEDNA 30 to szybki rodzinny jacht o sportowej sylwetce. Nowoczesne, funkcjonalne wnętrze z trzema oddzielnymi kabinami oraz nowatorski kształt nadbudówki zapewnią...",8,3,2020
Laguna 26,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-26-rx1vjuxsb09atjhq8jht85v0j6t3.webp,https://zegluj.pl/jacht/laguna-26/567,"DANE TECHNICZNERok produkcji: 2020Długość całkowita: 7.6Szerokość: 2.97 mZanurzenie min/max: 0,42 / 1,6Liczba koi: 7Max liczba miejsc: 7Liczba kabin: 1Wysokość w...",7,0,2020
Aquatic 28,540.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-28-mjw5rtf059ahe1s3h8zmoduoqb9t.webp,https://zegluj.pl/jacht/aquatic-28/569,"Nowość 2020 - jacht Aquatic 28 w wersji Comfort. Oprócz trzech osobnych, zamykanych kabin, jacht posiada dwa miejsca sypialne w mesie z możliwością dodania dodatkowej,...",8,3,2020
Antila 30,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-8i54ay6be862bv6r8bukg76312a2.webp,https://zegluj.pl/jacht/antila-30/583,"Oferujemy Państwu czarter jachtu Antila 30. Jest to bardzo nowoczesna, szybka i komfortowa jednostka z trzema zamykanymi kabinami, która bez trudu pomieści 10...",10,3,2020
Antila 30,590.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-hmy1736atyxsgaizgq7teztfbwlv.webp,https://zegluj.pl/jacht/antila-30/615,Jacht Antila 30 – dane technicznedługość kadłuba 885 cmdługość całkowita 945 cmszerokość całkowita 320 cmwaga 4000 kgwysokość w kabinie [max] 191 cmzanurzenie...,10,3,2020
Sasanka 700 Viva,160.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sasanka-700-viva-ewscwvn0p0u4fxfqudy7gmhucait.webp,https://zegluj.pl/jacht/sasanka-700-viva/653,"Opis jachtu z tej grupyOpis jachtu: Młodsza, ale większa siostra VIVY 600. Świetnie nadaje się zarówno do dłuższych rejsów rodzinnych (wersja 4-kojowa z okrągłym...",6,0,2020
Antila 26 CC,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-5p4b53jo398aj7spijgf567f3pkd.webp,https://zegluj.pl/jacht/antila-26-cc/658,"Atrakcyjna, dynamiczna sylwetka jachtu połączona z ergonomicznym ukształtowaniem pokładu oraz dopracowanymi detalami jest odzwierciedleniem dyskretnej...",8,2,2020
Sedna 26,250.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sedna-26-pnwekb366fxz13oef6xvgwt1rf8m.webp,https://zegluj.pl/jacht/sedna-26/660,"Sedna 26 to nowy produkt firmy Sedna Yachts. Jest to szybki jacht turystyczny charakteryzujący się rewelacyjnymi właściwościami nautycznymi, ergonomią, oraz bardzo...",8,0,2020
Antila 33,630.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-iasac5xarnl55yctfuxcasivks7e.webp,https://zegluj.pl/jacht/antila-33/669,Opis jachtu Antila 33 Antila 33 należy do największych jachtów żaglowych na Mazurach. To niezwykle udanakontynuacja linii stworzonej przez polskiego konstruktora...,10,3,2020
Maxus 26,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-kizsi7szsd9ocawz90ew8apd49on.webp,https://zegluj.pl/jacht/maxus-26/691,"Podczas pierwszej prezentacji na Boatshow 2014 Maxus 26 zdobył złoty medal targów oraz tytuł championa Jachtingu. Po serii niezależnych testów, jako jedyny polski...",8,1,2020
Northman 1200,1280.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/northman-1200-ownmvw92kwa74647kkq3vbwyohfl.webp,https://zegluj.pl/jacht/northman-1200/725,Jacht Northman 1200 w wersji Elegance Flybridge Prestige wyróżnia się dodatkowym stanowiskiem sternika na flybridge oraz dwoma silnikami po o łącznej mocy...,8,3,2020
SunCamper 35,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-haqgtriqa53e1jdepe0kciysbbg8.webp,https://zegluj.pl/jacht/suncamper-35/773,"Przedstawiany hauseboat jest identyczny jak na zdjęciach, z tym tylko, że  materace sa w kolorze bordo. Wyposażony jest w silnik zaburtowy 60 KM pod pokrywą...",6,2,2020
Stillo 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-08ctid35n2nm1ake6x2983elbvkb.webp,https://zegluj.pl/jacht/stillo-30/787,"Opis jachtu:STILLO 30 to wyjątkowo komfortowy i przestronny jacht, który można prowadzić bez uprawnień. W wersji CABRIO, górny pokład jachtu możemy konfigurować w...",8,3,2020
SunCamper 35,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-av8o1pimrhv2qzck8evskqqgn41b.webp,https://zegluj.pl/jacht/suncamper-35/803,"SunCamper 35 Flybridge SunCamper 35 to znakomita jednostka do rekreacyjnego pływania rodzinnego, oraz pływania czarterowego z załogą dziesięcioosobową (pływanie...",10,2,2020
Antila 33,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-9pnwfy594ut046v75yapgyk02kqu.webp,https://zegluj.pl/jacht/antila-33/849,Zapraszamy na pokład nowego jachtu Antila 33 (zwodowany na początku lipca 2020).Jachty wyposażony w bimini oraz szpryc budę.Entuzjastów zimnych drinków ucieszy...,10,3,2020
Antila 33,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-kb7f3g2ffuaktim2go7ilu94vmd5.webp,https://zegluj.pl/jacht/antila-33/858,"Jacht żaglowy ANTILA 33Antila 33 - to premiera w sezonie 2016r. Jacht o bardzo ładnej linii kadłuba, przestronny i wygodny. Dwa koła sterowe w kokpicie ułatwiają prace...",9,3,2020
Tango 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tango-30-ma35j3xnmf0qtn97dugqjg1htzrb.webp,https://zegluj.pl/jacht/tango-30/870,"JACHTY DEZYNFEKOWANE PRZED CZARTEREM  Tango 30 to luksusowy jacht zaprojektowany przez Andrzeja Skrzata, produkowany głównie na eksport przez stocznię Tango-Yachts....",9,3,2020
Maxus 26,330.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-6cm3ri7473gzgwwqagwkcprit3kn.webp,https://zegluj.pl/jacht/maxus-26/914,WYPOSAŻENIElodówka radioodtwarzacz (CD lub MP3)bramka do kładzenia masztulazy jackroler fokasztywny sztagtent na bomdrabinka rufowastolik kokpitowykosz dziobowy i...,7,1,2020
Stillo 30,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-a1h2ht8h1muuwpr1ok25zo6gro9g.webp,https://zegluj.pl/jacht/stillo-30/944,"Stillo 30Komfortowa, ergonomiczna propozycja dla wszystkich wodniaków.Stillo 30 jest doskonałą ofertą dla rodzin z dziećmi czy żeglarzy, którzy ze względu na wiek mogą...",8,3,2020
SunCamper 35,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-ss9cq9ig26o4j8w1hgk5tks3doyf.webp,https://zegluj.pl/jacht/suncamper-35/950,"SunCamper 35Zaprojektowano jako jacht mający spełniać wymogi pływającego, kompletnie wyposażonego mieszkania wakacyjnego.OTRZYMAŁ PRESTIŻOWĄ NAGRODĘ GWÓŹDŹ TARGÓW...",7,2,2020
Balt 1018 Tytan,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-1018-tytan-1riwwhfgjinbk2nqqn1u1yudj5dh.webp,https://zegluj.pl/jacht/balt-1018-tytan/951,"Balt Tytan 1018Silnik 115KM pozwala być prawdziwą pół-ślizgową jednostką.To również łódź spacerowa z obszerną mesą salonową na górnym poziomie, przestronnym kokpitem z...",6,3,2020
Nautika 830,359.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-odp7dq852y610ymj0okmod5f4d62.webp,https://zegluj.pl/jacht/nautika-830/957,"JACHT MOTOROWY NAUTIKA 830 MC 2020R ​Jacht Nautika 830 MC ""Julia"" to bardzo komfortowy HouseBoat zaprojektowany przez najbardziej znanego projektanta jachtów...",6,2,2020
Antila 24.4,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-0xomou3xx0cisk4w9lojpq81mgih.webp,https://zegluj.pl/jacht/antila-24-4/989,Nowy komplet materacy 2026r.,8,0,2020
Antila 27,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-2q4v0hp0rmzwgzjpbr31e10e2kpz.webp,https://zegluj.pl/jacht/antila-27/1157,"Antila 27 zaprojektowana przez Michała oraz Adama Orychów to jacht oparty na wieloletnim doświadczeniu w dziedzinie projektowania oraz nowoczesny, podążający za...",10,3,2020
Stillo 30,850.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-q1f7xzy77pqtfv94l3b161ls9f4l.webp,https://zegluj.pl/jacht/stillo-30/1206,"Stillo 30 to komfortowy, przestronny i elegancki jacht motorowy przeznaczony dla 6-8 osób (trzy zamykane sypialnie dwuosobowe + rozkładane spanie w messie dla 2 osób)....",8,3,2020
Maxus 24 Evo,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-0fa7cabjbhocycnwpiksnshbs086.webp,https://zegluj.pl/jacht/maxus-24-evo/1231,,8,0,2020
Antila 33,620.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-zs1um5loca3untcq3lkd1njz1rut.webp,https://zegluj.pl/jacht/antila-33/1301,"Antila 33 jest to jacht o nowoczesnej i dynamicznej linii kadłuba, dający duży komfort przestrzeni i wygody. Dwa koła sterowe oraz fok samohalsujący ułatwiają prace...",10,3,2020
Stillo 30,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-6i6rr4hpwwgk19vwbtovrhcouimp.webp,https://zegluj.pl/jacht/stillo-30/1352,"STILO 30. Jacht swym komfortem i wygodą, oraz łatwością prowadzenia i obsługi zaspokoi wymagania i potrzeby przyszłych użytkowników. Dodatkowym atutem jest możliwość...",8,3,2020
Phobos 29,390.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-29-a3yduix2qoe4kc5sv3mlx5bl5xvi.webp,https://zegluj.pl/jacht/phobos-29/1353,Phobos 29 to jeden z największych produktów firmy DALPOL.To dzielny i szybki jacht o ponadczasowej stylistyce charakterystycznej dla projektów Jerzego Pieśniewskiego....,10,3,2020
Antila 33,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-zkkazaenxdon23tf2jcyl98gezze.webp,https://zegluj.pl/jacht/antila-33/1457,"Antila 33 Dane technicznedługość:10,0 mszerokość:3,2 mpow. żagli:49 m²wys. w kabinie:1,95 mzanurzenie:0,45 milość osób:10miecz:uchylnyrok produkcji:2020Wyposażeniekoło...",10,3,2020
Antila 33.3,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-g2mvmz93gjbcj26pdjyzbhu1xc5h.webp,https://zegluj.pl/jacht/antila-33-3/1464,Antila 33.3 to nowoczesna i dynamiczna jednostka przeznaczona do celów sportowo-turystycznych. Charakterystyczne załamanie oraz znacząca szerokość kadłuba zapewniającą...,10,3,2020
Balt 918 Tytan,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-918-tytan-5jk5fz957jrepybtl9juwsjogcfw.webp,https://zegluj.pl/jacht/balt-918-tytan/1508,,4,2,2020
Balt 1018 Tytan,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-1018-tytan-y3v8t0noegsuvv9zw1gm56vwqsgo.webp,https://zegluj.pl/jacht/balt-1018-tytan/1672,"BALT 1018 TYTAN jest pół-ślizgową jednostką spacerową z obszerną mesą salonową na górnym poziomie, oraz przestronnym kokpitem z dodatkową częścią wypoczynkową. Projekt...",6,3,2020
Antila 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-p51qgr3yjj2z8g66pfwbktwzvh0m.webp,https://zegluj.pl/jacht/antila-30/1682,,10,3,2020
Maxus 26,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-lyjt9jp9rdlu5tkjf7vwjzf3i2ej.webp,https://zegluj.pl/jacht/maxus-26/1774,,8,1,2020
Antila 24.4,290.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-6ufddzm5bglvpoeurfny8i6k2kpu.webp,https://zegluj.pl/jacht/antila-24-4/1832,Jacht obsługujemy wyłącznie siłą mięśni.,6,0,2020
Antila 33,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-2iwyhd872rgqevzq9x8dwmd5tw31.webp,https://zegluj.pl/jacht/antila-33/2147,,10,3,2020
Nexus 870 Revo,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-kh6ccq8o8yu7w9tc5v6k5eal9pqr.webp,https://zegluj.pl/jacht/nexus-870-revo/2152,"Na jachcie zainstalowano mocniejszy silnik 30KM typu uciągowy, co znacznie poprawia dzielność jednostki na wodzie otwartej, oraz ułatwia manewry w porcie.Jacht został...",6,1,2020
Antila 24.4,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-3vf8olu2b6vaii4x2aih3kn9iw40.webp,https://zegluj.pl/jacht/antila-24-4/2255,,8,0,2020
SunCamper 35,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-tt2fyt50f09dqybcz8hu66w8ycj7.webp,https://zegluj.pl/jacht/suncamper-35/2384,"Witaj na pokładzie Suncamper 35: Gdzie Luksus Spotyka Przygodę

Zapraszamy do odkrycia Suncamper 35, łodzi motorowej, która łączy w sobie nowoczesne wykończenia i...",7,2,2020
Zephir 750,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/zephir-750-gna77t3ipc3bqb8gws3y3fb00tcf.webp,https://zegluj.pl/jacht/zephir-750/2441,"ZEPHIR 750 to jacht dla miłośników turystyki wodnej, którzy cenią sobie komfort związany z domem. Jacht posiada obszerne, w pełni wyposażone kajuty, toaletę z...",5,1,2020
Laguna 700 Cruiser,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-700-cruiser-g5z55rzx8q2n3xgovsb94b87uagy.webp,https://zegluj.pl/jacht/laguna-700-cruiser/2471,,6,0,2020
Antila 27,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-7r7gu4mrkt4rfv5mpfr25mtrx1n4.webp,https://zegluj.pl/jacht/antila-27/2475,,8,3,2020
Nautika 830,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-um0paxffqtgtr2yq63oly1sicoen.webp,https://zegluj.pl/jacht/nautika-830/2531,,6,2,2020
Tes 246 Versus,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-246-versus-9h05c0hizvcmjgllqph2m180m0qu.webp,https://zegluj.pl/jacht/tes-246-versus/2619,"Jest to jednostka o długości 7,5 metra o unikalnej budowie kadłuba poprzez zastosowanie odwróconego nawisu dziobowego, dzięki któremu jacht jest bardziej stabilny i...",8,3,2020
Phila 900,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phila-900-z17gnd7cykiempe4vyn9kenftx89.webp,https://zegluj.pl/jacht/phila-900/2642,,10,3,2020
Phobos 25,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-25-yd2tw6l5ds2dq3qbzqbawztpgskc.webp,https://zegluj.pl/jacht/phobos-25/2665,,8,2,2020
Cobra 33,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/cobra-33-r71rgcc5xkjg4zdibhrq9q7d7vxx.webp,https://zegluj.pl/jacht/cobra-33/305,Cobra 33 to balastowo – mieczowy jacht z przeznaczeniem regatowo – turystycznym. Pokład to połączenie stylistyki i funkcjonalności z bardzo dobrą widocznością w...,8,2,2019
Nautiner 40,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautiner-40-u3e8ii3555ga49sbf74idqbh9iod.webp,https://zegluj.pl/jacht/nautiner-40/332,Wyposażenie jachtu:instalacja wody pitnejinstalacja wody zaburtowejciepła wodaprysznic w kokpicieradio/ CDTVDVDlodówkaogrzewanieinstalacja 230 Voświetlenie...,8,3,2019
Antila 27,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-hahlqtsbndux3nlse31944yqwjnz.webp,https://zegluj.pl/jacht/antila-27/371,"Dane technicznedługość 8,24mszerokość 2,98mwysokość w kabinie 1,85mzanurzenie min/max - 0,38/1,60mpowierzchnia żagli - 38m2ilość koi - 8+2 [trzy kabiny dwuosobowe...",8,3,2019
Altra 27,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/altra-27-h4i70m6o8ei7xu1aq1zjyeics69y.webp,https://zegluj.pl/jacht/altra-27/375,"Dane techniczne jachtu Altra 27rok produkcji: 2019długość 8,23mszerokość 2,80 mwysokość w kabinie 1,80 mzanurzenie min/max - 0,35/1,50 mpowierzchnia żagli - 32m2ilość...",7,3,2019
Nautika 830,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-05r8iaa08xnjmp62o53jvt8h9j5i.webp,https://zegluj.pl/jacht/nautika-830/382,"W naszej ofercie znajdziecie 3 jachty motorowe Nautika 830, charakteryzują się bardzo bogatym i komfortowym wyposażeniem. Posiadają przestronne kabiny, wysokość stania...",6,2,2019
Antila 33,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-6hu3uiyns3xrqpe1m52ds6zf7dqs.webp,https://zegluj.pl/jacht/antila-33/396,Wynajmij nasz jacht Antila 33 wraz z osprzętem regatowym!Jacht został wzbogacony o wyposażenie podwyższające jakość przyjemnego żeglowania (żagle...,10,3,2019
Antila 33,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-5r88iooxu37129806vymibmiasvu.webp,https://zegluj.pl/jacht/antila-33/414,"Specyfikacja jachtu Antila 33 PRIMODługość całkowita - 9,99 mDługość kadłuba - 9,60 mSzerokość całkowita - 3,24 mZanurzenie bez miecza / z mieczem - 0,45 / 1,80 mMax....",10,3,2019
Maxus 24 Evo,325.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-n63xpehrugwhh4yeu11e4ikumotu.webp,https://zegluj.pl/jacht/maxus-24-evo/508,"Nowe żagle 2024 ( regatowo - turystyczne Czarne)Nowy Maxus evo 24 - łączy zalety bardzo dobrej nautyki, komfortowego wnętrza, bezpieczeństwa żeglugi i wygody...",8,0,2019
Mariner 31,580.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/mariner-31-37mj923hlijcyn4mh2vrr244ntyo.webp,https://zegluj.pl/jacht/mariner-31/526,"DANE TECHNICZNERok produkcji: 2019Długość całkowita: 9.55Szerokość: 2.96 mZanurzenie min/max: 0,47 / 1,7Liczba koi: 8Max liczba miejsc: 8Liczba kabin: 3Wysokość w...",10,3,2019
Stillo 30,630.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-qpmvnp4gznt6xu7i3i9we4s1rira.webp,https://zegluj.pl/jacht/stillo-30/586,"Stillo 30 to jacht motorowy, do prowadzenia którego nie wymagane jest posiadanie patentu motorowodnego. Stillo 30 to udoskonalona wersja Futury 900. Jacht jest bardzo...",7,3,2019
Maxus 26,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-26-o7ud5e6z8fk8jj5wskejgd005uhj.webp,https://zegluj.pl/jacht/maxus-26/590,,8,1,2019
Antila 33,670.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-p68hmum6nv869kp5f8zlc5atowt0.webp,https://zegluj.pl/jacht/antila-33/602,"Jacht Antila 33 może pomieścić nawet 10 osób. Jest to jacht tak duży, że bez problemu mogą nim popłynąć dwie rodziny z dziećmi. Choć właściwości nautyczne jachtu...",10,3,2019
Antila 26 CC,370.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-72w71gex6kl43r9neoh214gy9dz6.webp,https://zegluj.pl/jacht/antila-26-cc/603,Dane techniczne jachtu Antila 26ccdługość kadłuba 780cmdługość całkowita 830cmszerokość całkowita 290 cmwysokość w kabinie 186 cmzanurzenie 39-162 cmpowierzchnia żagli...,8,2,2019
Antila 27,440.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-1uxiiqjyee86102184yzwydvk971.webp,https://zegluj.pl/jacht/antila-27/607,Dane techniczne jachtu Antila 27 premiumdługość kadłuba [cm] 824długość całkowita [cm] 885szerokość całkowita [cm] 298waga [kg] 3200wysokość w kabinie: max [cm]...,8,3,2019
Antila 27,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-sdw8n382ivb1bu9ese01bwzeu3fe.webp,https://zegluj.pl/jacht/antila-27/674,Wychodząc naprzeciw oczekiwaniom swoich stałych klientów wprowadzamy na sezon 2016 sprawdzony już jacht Antila 27 w wersji Komfort.Podwyższona stateczność poprzeczna...,8,3,2019
