name,price,img,url,description,people,cabins,year
Platinum 35 (989),1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-gygrngmwnfux8oj6pq6zgfgevgo6.webp,https://zegluj.pl/jacht/platinum-35-989/1499,,6,3,2023
Antila 24.4,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-5kp0ydnqp1cef8bmmxgfdsr5gyiy.webp,https://zegluj.pl/jacht/antila-24-4/1562,,8,0,2023
Stillo 30,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-ww6n0wkix2f8lfnwpln6eimhy7hc.webp,https://zegluj.pl/jacht/stillo-30/1574,Stillo 30STILLO 30 miało swoją premierę w dn.17-19.11.2017 na Targach  Boatshow w Łodzi i  w dn 22-26.11.2017 na targach Boot &amp; Fun 2017 w Berlinie i  w dn....,8,3,2023
Discovery 45,1799.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/discovery-45-bfahqp3p0w6zooeunkyl1kuihzmg.webp,https://zegluj.pl/jacht/discovery-45/1578,"DISCØVERY 45 – NOWOŚĆ 2022!
Ten jacht wyznacza nową kategorię łodzi motorowych. Luksusowy jacht którego sztab profesjonalistów tworzył specjalnie dla wymagających...",12,5,2023
Phobos 25,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-25-fxi5s5yq3wdf9fv4bwj1ovqtflaj.webp,https://zegluj.pl/jacht/phobos-25/1633,Phobos 25 nawiązuje stylistycznie do nowoczesnych śródziemnomorskich jachtów. Długa nadbudówka z charakterystycznymi dużymi oknami pozwala zamontować nawet sześć...,8,0,2023
Antila 30,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-30-tfnekta4bvfxwwn429twjpbvutgt.webp,https://zegluj.pl/jacht/antila-30/1665,,10,3,2023
Antila 28.2,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-utgw7w74uvm5tzpebyk300f0f871.webp,https://zegluj.pl/jacht/antila-28-2/1701,Antila 28.2 zaprojektowana przez uznanego europejskiego projektanta Michała Orycha. To jacht oparty na wieloletnim doświadczeniu w dziedzinie projektowania –...,10,3,2023
Antila 33,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-x1dt9mjx5mnz9a7xugrldxb9vbcz.webp,https://zegluj.pl/jacht/antila-33/1721,,10,3,2023
Stillo 30,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-4g8ga6cjh2dcqsd30cj699zkox74.webp,https://zegluj.pl/jacht/stillo-30/1752,,8,3,2023
Antila 33.3,649.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-sf461b4zyvu4siu0kje5fp1m5c6m.webp,https://zegluj.pl/jacht/antila-33-3/1758,Wyposażenie zewnętrzne- Bimini- Szprycbuda- Tent- Stolik w kokpicie- Dziobowy pokład słoneczny- Rufowy pokład słoneczny- Platforma kąpielowa- Prysznic rufowy- Myjka...,10,3,2023
Antila 28.2,580.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-enhke1gjgg3t254rmf1eslbgfx00.webp,https://zegluj.pl/jacht/antila-28-2/1803,Zdjęcia poglądowe,9,3,2023
Calipso 750,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-9ulpuhl6b4cevgma1d6s40yzft4i.webp,https://zegluj.pl/jacht/calipso-750/1814,Jacht wydawany jest pierwszego dnia czarteru w godz. 14:00 - 15:30 Zwrotu jachtu należy dokonać ostatniego dnia czarteru w godz. 9:00 - 10.00Po rezerwacji zawsze...,8,2,2023
Antila 28.2,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-nifwskdd91hpy25u6qwmklnsfyg5.webp,https://zegluj.pl/jacht/antila-28-2/1858,,10,3,2023
Sea-Doo Spark Trixx 3up 90,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-spark-trixx-3up-90-wqwbp1p86cod1ab6l3gnb41amynw.webp,https://zegluj.pl/jacht/sea-doo-spark-trixx-3up-90/1860,,3,0,2023
Janmor 700,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-efjh2fl1nkjy7raom34g0f2981f0.webp,https://zegluj.pl/jacht/janmor-700/1866,"Komfortowy Janmor 700 (2023) – idealny na rodzinny rejs i spokojny wypoczynek na Mazurach

Nowoczesny i świetnie wyposażony Janmor 700 z 2023 roku to propozycja dla...",5,0,2023
Sea-Doo GTX 230,1500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-gtx-230-bmr9mfktfoawmho7dsyojw40hphg.webp,https://zegluj.pl/jacht/sea-doo-gtx-230/1877,"2022 Sea-Doo GTX 230 jest zbudowany na dużej, wytrzymałej platformie ST3. Kadłub z włókna szklanego ma konstrukcję o umiarkowanym kształcie litery V co zapewnia...",3,0,2023
Maxus 34,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-34-8exb5cde3omgft809pxw87wtewid.webp,https://zegluj.pl/jacht/maxus-34/1892,,10,3,2023
Stillo 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-8uvmcapopjofe9qgts0kncxsv1x5.webp,https://zegluj.pl/jacht/stillo-30/1895,"Jacht motorowy, który łączy w sobie komfort wypoczynku i wygodę sterowania. Jacht posiada trzy oddzielne kabiny sypialne oraz osobną kabinę WC. Przestronny kambuz...",7,3,2023
Antila 27,410.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-dv7tjnkiqlsrnjz4yyo0bzkfqdhz.webp,https://zegluj.pl/jacht/antila-27/1964,"ANTILA 27Obszerny kokpit zapewnia wygodę dla całej załogi, a znakomicie rozplanowane wnętrze powoduje, że czujemy się, jak na znacznie większym jachcie! Trzy zamykane...",8,3,2023
Antila 28.2,480.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-kjnda8e6w8npt2n2zkx2gqc8k9r1.webp,https://zegluj.pl/jacht/antila-28-2/1972,"ANTILA 28.2Kompaktowy jacht żaglowy, który łączy doskonałe właściwości nautyczne z nowoczesnym designem. Idealny zarówno dla początkujących, jak i doświadczonych...",8,3,2023
Calipso 750,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-jy0c6awmr4l7rp16joee314mgrdn.webp,https://zegluj.pl/jacht/calipso-750/2018,"Jacht zbudowany w 2023r. Posiada nowy wyjątkowo ekonomiczny silnik Tochatsu 30KM (spalanie ok 3,5 l/mth). Zabudowa jachtu daje możliwość komfortowego użytkowania go...",6,2,2023
SunCamper 35,900.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-2eg4gismty20tm7q8ep1ph4pigbb.webp,https://zegluj.pl/jacht/suncamper-35/2093,,6,2,2023
LY 30+,850.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/ly-30-td8ru76ol9vmwak1g7fk1uedx4wv.webp,https://zegluj.pl/jacht/ly-30/2121,,10,1,2023
Phobos 24.5,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-24-5-u1rqpq9cevkmtmow2alyyo7ohcgm.webp,https://zegluj.pl/jacht/phobos-24-5/2143,,8,1,2023
Sea-Doo GTI SE 170,1300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-gti-se-170-wswkuqouoqbg3g1dn6o2jwq849z1.webp,https://zegluj.pl/jacht/sea-doo-gti-se-170/2182,,3,0,2023
Sea-Doo GTX 170,1300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-gtx-170-ocr99pu87w6oyl1nc241sixigyaa.webp,https://zegluj.pl/jacht/sea-doo-gtx-170/2183,"Sea Doo GTX 170 z systemem audio to maszyna stworzona do zabawy, która zapewnia łatwość obsługi i niezrównane doznania na wodzie. Wytrzymały materiał Polytec Gen II i...",3,0,2023
Sea-Doo GTX Limited 300,1800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-gtx-limited-300-jaot9mltqo25z3luh9b2bmvurj2d.webp,https://zegluj.pl/jacht/sea-doo-gtx-limited-300/2184,"Sea Doo GTX 170 z systemem audio to maszyna stworzona do zabawy, która zapewnia łatwość obsługi i niezrównane doznania na wodzie. Wytrzymały materiał Polytec Gen II i...",3,0,2023
Janmor 700,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-qinpmuoe5pej5h3vez8y4kirmcgl.webp,https://zegluj.pl/jacht/janmor-700/2196,,5,1,2023
Windy 8600 MC,260.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/windy-8600-mc-z57147qig7c5xcjsrmph87zhafwm.webp,https://zegluj.pl/jacht/windy-8600-mc/2290,,6,2,2023
Antila 33.3,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-juhqboeu9nxy2topjnx4ywrhbn5g.webp,https://zegluj.pl/jacht/antila-33-3/2354,"Antila 33.3 ""Skazani na sukces"" – Luksus, Nowoczesność i Komfort. Jacht Antila 33.3 ""Skazani na sukces"" to jednostka żeglarska, która reprezentuje najwyższy poziom...",10,3,2023
Antila 24.4,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-xy4usdb5pxxxz68m75vcr3nhkr3j.webp,https://zegluj.pl/jacht/antila-24-4/2376,"Jacht Antila 24.4 - Doskonałość na Mazurskich Jeziorach Wprowadzony w 2023 roku przez polskiego projektanta Jacka Daszkiewicza, jacht Antila 24.4 ""SlimProject"" stanowi...",6,0,2023
Sea-Doo GTR 230,1500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-doo-gtr-230-nkr8qn8lip3bvuuaf6i57nh5fg0y.webp,https://zegluj.pl/jacht/sea-doo-gtr-230/2425,,3,0,2023
Antila 28.2,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-28-2-04ail38ep4b6zl16n6uyhh2m0ox3.webp,https://zegluj.pl/jacht/antila-28-2/2474,,8,3,2023
Stillo 30,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-q6gna2mupf98sbeuu9c5pau8lkyf.webp,https://zegluj.pl/jacht/stillo-30/2527,,8,3,2023
Apartament na wodzie - Houseboat,600.0,https://zegluj.pl/assets/no_photo-c6beb90bfa916e93fc6242faec7a7885.png,https://zegluj.pl/jacht/apartament-na-wodzie-houseboat/2625,Przedmiotem najmu jest statek na którego pokładzie znajduje się 6 osobowa sauna oraz 6 osobowa wanna z hydromasażem popularnie nazywana jacuzzi. Statek wyposażony jest...,6,0,2025
Maestro 42,2500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maestro-42-tst0mmgu95xevrc0aoxg0xu350wk.webp,https://zegluj.pl/jacht/maestro-42/2652,Zdjęcia poglądowe ze strony producenta,10,3,2023
Navigathor 30,550.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/navigathor-30-sehk8xhb0edl4bc7ph8ap6mdpzem.webp,https://zegluj.pl/jacht/navigathor-30/2657,Navigathor 30 to innowacyjny jacht motorowy typu houseboat o konstrukcji półślizgowego katamaranu. Łączy w sobie zalety dwukadłubowca (wyjątkowa stabilność i ogromna...,6,2,2023
Beneteau Antares 8,1300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/beneteau-antares-8-grg2x6w16ycqo4wbfgfs4cvqfrk3.webp,https://zegluj.pl/jacht/beneteau-antares-8/2666,"Antares 8 ""Dżodżo"" z 2023 roku, dostępny w czarterze na Mazurach, baza Port Stranda.

Zaburtowy silnik Suzuki 250 KM, spalanie ok. 20 l/h.



Jacht dla maks. 8 osób, 3...",4,1,2023
Futura 40,1400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-l27fnau1a2d8a72wr7cjb0907u51.webp,https://zegluj.pl/jacht/futura-40/251,"NAJBARDZIEJ KOMFORTOWY JACHT MOTOROWY NA MAZURACHFutura 40 Grand Horizon jest najnowszym modelem jachtu motorowego. Posiada aż 50m2 łącznej powierzchni użytkowej, z...",10,3,2022
Antila 27,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-9rvggln4frbbzozc4rxv3480pnk7.webp,https://zegluj.pl/jacht/antila-27/295,Antila 27 czarter mazury to wygodny i bezpieczny jacht turystyczny o bardzo dobrych właściwościach nautycznych przeznaczony do wygodnej żeglugi dla 8 osób. Pełna...,8,3,2022
Stillo 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-vag1xqpkh5n9f0br4yd60v01gi39.webp,https://zegluj.pl/jacht/stillo-30/301,STILLO 30 to nowoczesny i ekonomiczny jacht spacerowy typu House Boat umożliwiający czarter i wypoczynek na wielu akwenach wodnych zarówno na śródlądziu jak i na...,8,3,2022
Antila 33.3,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-c63g8mxulzlyzni4dwnvnf1g05o3.webp,https://zegluj.pl/jacht/antila-33-3/359,WyposażenieLodówka wbudowanaToaleta morskaKuchenka gazowaZamykana koja dziobowaOgrzewanieProstownikElektryczny kabestan12 V230 VLazy JackSter strumieniowyZbiornik...,10,3,2022
Solina 27,480.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/solina-27-7xc37kyf787uvew12lq4wh5yna03.webp,https://zegluj.pl/jacht/solina-27/448,W przypadku samodzielnego wysprzątania jachtu po czarterze opłata serwisowa/za sprzątanie zostanie pomniejszona o 150 zł.Dane techniczneDługość kadłuba 806 cmSzerokość...,8,2,2022
Antila 27,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-0e3ejaa9ji4bucjp83wjyk5xu7n1.webp,https://zegluj.pl/jacht/antila-27/477,"Antila 27 Family – to łódź stworzona z myślą o turystyce rodzinnej. To, co ją wyróżnia, to 3 zamykane kabiny, dające komfort i dyskrecję załodze nawet do 10 osób....",8,3,2022
Antila 24.4,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-p22sp0e5el6ddpgp667xhnyjju85.webp,https://zegluj.pl/jacht/antila-24-4/481,"Nowy jacht zbudowany i zwodowany w 2020r. Nowoczesny projekt, nagrodzony wieloma wyróżnieniami. Piękny styl, obszerna kabina (jak na jacht o długości 7.5). Jacht jest...",8,0,2022
Laguna 30,490.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-30-duon7wm2k7pzdcp8yttfdj4s8939.webp,https://zegluj.pl/jacht/laguna-30/614,"Jacht Laguna 30 maksymalnie pomieści dziesięć osób. Wyposażona jest m.in. w ster strumieniowy, trzy zamykane kabiny, ogrzewanie oraz lodówkę.Jacht Laguna 30 – dane...",10,3,2022
Nexus 870 Revo,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-6nxdx8onsnjl33ssvqv232see3b4.webp,https://zegluj.pl/jacht/nexus-870-revo/629,Nexus Revo 870 jest jednostką mającą na celu zaspokojenie oczekiwań najbardziej wymagających armatorów w sektorze jachtów wypornościowych i półślizgowych. Walory...,6,2,2022
Maxus 34,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-34-4az23pyvnf2zz7vmapwtfcsbsenp.webp,https://zegluj.pl/jacht/maxus-34/639,"Czarter jachtu MAXUS 34
Rozważasz czarter jachtu Maxus 34 ? Wspaniały pomysł. To najnowsza jednostka na Mazurach, wyposażona w 3 zamykane koje oraz toaletę morską wraz...",10,3,2022
Futura 40,1200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-1yn8ehewjw20iuzpv6isnd9h95bt.webp,https://zegluj.pl/jacht/futura-40/774,Hausboot Futura 40 Grand HorizonNowy hauseboot wyprodukowana w 2022 roku Futura 40 Grand Horizon. Na jachcie udało się zmieścić niemalże 50 m2 łącznej powierzchni...,10,3,2022
SunCamper 35,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-ciwksx8bc7ptegew3zknkwhpjs2t.webp,https://zegluj.pl/jacht/suncamper-35/793,"SunCamper 35 to znakomita jednostka do rekreacyjnego pływania rodzinnego, a także do pływania czarterowego z załogą dziesięcioosobową (pływanie dzienne). SunCamper 35...",10,2,2022
Platinum 35 (989),1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-u1gwyklsz7u4w0u2dsedskmshzpa.webp,https://zegluj.pl/jacht/platinum-35-989/860,"Platinum 35 Fly Active III ""Liberta"" to wygodny jacht półślizgowy dla 6–8 osób. Idealny na rodzinne rejsy po Mazurach. Ta jednostka wyposażona jest w trzy zamykane...",8,3,2022
Antila 24.4,330.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-00iltkw3ojxkjs1xi6jhtnhhy07n.webp,https://zegluj.pl/jacht/antila-24-4/937,,8,0,2022
Antila 24.4,290.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-2qzyscel4evfpo3cmz4qk8mwdudb.webp,https://zegluj.pl/jacht/antila-24-4/965,"Antila 24,4Konstruktor: OrychParametry techniczne:Dlugość max.: 8,20 mDługość kadłuba: 7,35 mSzerokość max.: 2,70 mMasa: 1800 kgBalast: 450 kgZanurzenie: 0,32 / 1,36...",8,0,2022
Futura 40,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-jcdvp9jyxt47f0uxd0e9ipk3w58g.webp,https://zegluj.pl/jacht/futura-40/1041,"Futura 40 Grand Horizon
Poczuj się komfortowoFutura 40 Grand Horizon jest najnowszym modelem jachtu motorowego stoczni Cobra Yachts. Przy projektowaniu Futury 40 Grand...",10,3,2022
Futura 40,1215.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-big7ao1m480n8v3ojhjdrm7uuwll.webp,https://zegluj.pl/jacht/futura-40/1066,"FUTURA 40 GRAND HORIZONFutura 40 Grand Horizon to jedna z najbardziej komfortowych jednostek pływających po Wielkich Jeziorach Mazurskich. Wygodna mesa, flybridge z...",8,3,2022
Antila 27,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-lrwd57wcnz1zj2cpneeocj7hihy5.webp,https://zegluj.pl/jacht/antila-27/1134,Antila 27 HydraPrzedstawiamy Państwu ofertę czarteru jachtu Antila 27 Hydra – lekkiego turystycznego jachtu o dużych możliwościach manewrowych.Zdjęcia poglądowe.Dane...,8,3,2022
Nautic 30 (900),650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautic-30-900-l7njgqbw4yxq96i5d8xn0p233d44.webp,https://zegluj.pl/jacht/nautic-30-900/1221,"Nautic 30 (900) - 70 KM - Solar - Kostkarka -Nautic 30 silnik 70 KM  ---  jest jachtem o długości  9,15 m, z szeroką powierzchnią kabiny na pokładzie słonecznym...",7,2,2022
Sea Ray Sundancer 265,2590.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-ray-sundancer-265-h3i3clwym8gtxx32zce83121s11v.webp,https://zegluj.pl/jacht/sea-ray-sundancer-265/1273,"Opis jachtu Sea Ray 265 SundancerSzukasz jachtu sportowo-turystycznego dla całej rodziny? Sea Ray 265 Sundancer Cię zachwyci. To idealny cruiser dla 8 osób,...",8,0,2022
ST Tropez 6,1020.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/st-tropez-6-14e8l74lj6vf0fevlmlcwa1yvdgo.webp,https://zegluj.pl/jacht/st-tropez-6/1279,"Poczuj wiatr we włosach w motorówce kabrio ST Tropez 6.

Potrzebujesz zwinnej i zwrotnej motorówki z miejscami do spania? ST Tropez 6 to świetny wybór. Ta łódź jest...",5,1,2022
Stillo 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-port4c7756s8ve9o3dvz2l9xigbq.webp,https://zegluj.pl/jacht/stillo-30/1305,"NOWA pachnąca :) - wodowanie 15 czerwiec 2022r.Opis:Jacht skonfigurowany bardzo ekskluzywnie,  dodatki oraz materiały z górnej półki i najleoszej jakości.Komfortowa,...",8,3,2022
Calipso 23,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-23-dcvakf5oe4f431vx4dy65bst12vw.webp,https://zegluj.pl/jacht/calipso-23/1322,Calipso 23 Bez Patentu Calipso 23 – Idealny jacht do pływania. Przeszklona nadbudówka daje lepsze oświetlenie. Posiada również obszerną platformę...,6,1,2022
Calipso 750,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-8efgu66mysu6u0yi9wthoo5migyc.webp,https://zegluj.pl/jacht/calipso-750/1324,"Calipso 750 6 Ilość osób Czarter jachtu bez patentu.Nowe, w pełni wyposażone jachty motorowe Calipso 750 zapewniają komfort podróżowania i wypoczynku dla 4-6...",6,2,2022
Calipso 750,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-1wpgua8nz0lqjiiesjuxoffh7fsg.webp,https://zegluj.pl/jacht/calipso-750/1338,Calipso 750 jest spacerową łodzią motorową przeznaczoną do komfortowego rejsu dla sześciu osób. Stałe zadaszenie nad obszernym kokpitem wraz z rolowanym bimini...,6,2,2022
Antila 27,470.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-n0k2d7dats1xlxcnyzzwn9fz4jmk.webp,https://zegluj.pl/jacht/antila-27/1341,Antila 27 Family to doskonały wybór pod względem turystycznym i nautycznym. Jacht  z 2022r. w perfekcyjnym stanie .Duża powierzchnia ożaglowania daje satysfakcję z...,10,3,2022
Phobos 34,790.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/phobos-34-x9k9lxugssd1sk5v7lsifxuffkj9.webp,https://zegluj.pl/jacht/phobos-34/1349,"Phobos 34 to nasza najnowsza propozycja dla żeglarzy, którzy cenią sobie luksus, wygodę i nowoczesność na wodzie. Model będzie inauguracją w sezonie 2022.
Nowa,...",10,3,2022
Quest 825,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/quest-825-e58ff1l65g6bussux7nc81h5nna5.webp,https://zegluj.pl/jacht/quest-825/1371,Jacht motorowy bez patentu Quest 825 wyprodukowany w 2022 roku. Doskonały do wypoczynku na całych Mazurach dla 4-6 osób. Nowoczesna sylwetka z przestrzennym pokładem i...,6,1,2022
Merry Fisher 795 S2,1900.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/merry-fisher-795-s2-2m5thhk81jekwwltoth5v8q9anfw.webp,https://zegluj.pl/jacht/merry-fisher-795-s2/1374,"Najnowszy jacht z francuskiej firmy Jeanneau już gotowy do czarteru. Ekskluzywne wyposażenie, doskonała jakość i nowoczesność , fantastyczna nautyka , to wszystko w...",9,1,2022
Seamaster 45,2500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/seamaster-45-ie3mbuxh8hlgb111u48v299qvrw3.webp,https://zegluj.pl/jacht/seamaster-45/1478,"Dziewicze lasy, przepiękna przyroda i jeziora o krystalicznej wodzie, tak w bardzo dużym skrócie można opisać Mazury. Każdy, kto tu przyjeżdża, zakochuje się w...",10,3,2022
Balt 818 Tytan,570.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/balt-818-tytan-pntgqiar4og1f01vdtq4tjpyf7xg.webp,https://zegluj.pl/jacht/balt-818-tytan/1485,"Balt 818 Tytan – to technologiczny sukces, wyprzedzający – w przenośni i dosłownie – wszystkie pływające obecnie łodzie typu houseboat. Jest to pierwszy houseboat o...",6,2,2022
Antila 33.3,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-j6p09m5iqzvetgf5h0dq6nbfmykk.webp,https://zegluj.pl/jacht/antila-33-3/1558,"ANTILA 33.3+Jest to nowsza i ulepszona wersja dobrze znanego modelu Antila 33. Dzięki zwiększeniu odległości, między stopą masztu, a zaczepem sztagu zmieniono środek...",10,3,2022
Laguna 700 Cruiser,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/laguna-700-cruiser-uveaizgj6m238rlz99yhdjann2pb.webp,https://zegluj.pl/jacht/laguna-700-cruiser/1621,,6,0,2022
Scandinavia 27,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/scandinavia-27-kpmspdbtsek355i1w5tf9jkqs62g.webp,https://zegluj.pl/jacht/scandinavia-27/1663,,7,2,2022
Futura 40,1100.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-iociy2efhvmcxma5dg0lhogpease.webp,https://zegluj.pl/jacht/futura-40/1680,"FUTURA 40 z flybridgem i mocnym silnikiem VETUS 80 KM. 3 zamykane ,  przestronne kabiny z 3 autonomicznymi łazienkami – jednym słowem solidarność Zapraszamy do zabawy !",8,3,2022
Janmor 700,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-59lyxqzm14qh1ymf41h44im0s1mf.webp,https://zegluj.pl/jacht/janmor-700/1714,,7,0,2022
Antila 26 CC,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-sgumx56rr72rnrmasz3p4a7p5v4m.webp,https://zegluj.pl/jacht/antila-26-cc/1723,"Antila 26 cc to idealne połączenie funkcjonalności i przyciągającego wzrok designu.W jachcie tym, jak w każdym modelu Antila, najważniejsze to bezpieczeństwo i bardzo...",6,2,2022
Antila 33.3,800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3-bi1p00bfb9xudw5svh3wcgvid3zx.webp,https://zegluj.pl/jacht/antila-33-3/1724,,10,3,2022
Antila 27,390.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-i88v1bbrrumg441gtl7w3ya0rsba.webp,https://zegluj.pl/jacht/antila-27/1846,"Rok Budowy 07.2022r. Antila 27 jest luksusowym, wielofunkcyjnym jachtem, stworzonym z myślą o średnich i długich rejsach. Jacht bardzo szybki i zwrotny. Silnik Yamaha...",10,3,2022
Platinum 35 (989),,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-5k0oydi8p46skhov96iabk8n4y9n.webp,https://zegluj.pl/jacht/platinum-35-989/1873,,8,3,2022
Axopar 28 Cabin,2000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/axopar-28-cabin-gwfxu9zjjwwy2fh4de7lvk3gcft2.webp,https://zegluj.pl/jacht/axopar-28-cabin/1893,ZASADY REZERWACJIPodstawienie jachtu wraz z odbiorem pod wskazane miejsce do 5 km od Portu Millennium – 500 złPodstawienie jachtu wraz z odbiorem pod wskazane miejsce...,8,1,2022
Maxus 24 Evo,370.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-709eh7838oxdeqya9aav8865jhmp.webp,https://zegluj.pl/jacht/maxus-24-evo/1911,,8,0,2022
